img_1,img_2,y_true,gender,ethnicity,segment_1,segment_2,angle,x_dist,y_dist,z_dist
m.0bxsfw_0001.jpg,m.0bxsfw_0002.jpg,1,Female x Female,Caucasian x Caucasian,Female & Caucasian,Female & Caucasian,27.54403842088325,4.4629257544875145,26.779924154281616,4.02706241607666
m.027lfrs_0003.jpg,m.027lfrs_0002.jpg,1,Male x Male,Indian x Indian,Male & Indian,Male & Indian,36.02691479654962,16.345001220703125,32.23939752578735,0.2596348524093628
m.0bkxbw_0003.jpg,m.0bkxbw_0002.jpg,1,Male x Male,African x African,Male & African,Male & African,19.21643882942594,10.098415851593018,16.53304672241211,2.3362326472997665
m.05r49f_0001.jpg,m.09gfsng_0001.jpg,0,Male x Male,Asian x Asian,Male & Asian,Male & Asian,8.65677895387911,7.96246600151062,2.9784172773361206,1.7351414263248444
m.01txlkt_0005.jpg,m.0ff6p1_0002.jpg,0,Female x Female,Indian x Indian,Female & Indian,Female & Indian,20.01486578083824,17.645546197891235,9.539238929748535,0.1579067707061767
m.02rd2z7_0002.jpg,m.02rd2z7_0001.jpg,1,Male x Male,Asian x Asian,Male & Asian,Male & Asian,21.569666721303555,21.36583137512207,2.9799461364746094,0.0041941404342651
m.03cvfkn_0002.jpg,m.03cvfkn_0003.jpg,1,Male x Male,African x African,Male & African,Male & African,40.25513991774832,4.634910583496094,39.93877410888672,0.8146098852157593
m.07kd1h0_0002.jpg,m.0gyd4y_0002.jpg,0,Female x Male,Caucasian x Caucasian,Female & Caucasian,Male & Caucasian,11.624712670975356,5.358408123254776,10.318324089050291,0.1470307260751724
m.04n1s8l_0003.jpg,m.03_80b_0002.jpg,0,Male x Male,Indian x Indian,Male & Indian,Male & Indian,,,,
m.0g59dq6_0002.jpg,m.0g59dq6_0003.jpg,1,Male x Male,Asian x Asian,Male & Asian,Male & Asian,30.55001177884794,13.585062503814695,27.522213459014893,1.7324431985616684
m.03zp0s_0001.jpg,m.03zp0s_0004.jpg,1,Male x Male,African x African,Male & African,Male & African,5.315775594113408,4.27725887298584,2.489982545375824,1.904956877231598
m.0ff6p1_0003.jpg,m.0ff6p1_0004.jpg,1,Female x Female,Indian x Indian,Female & Indian,Female & Indian,12.565578790539089,10.294598579406738,6.858855336904526,1.6455544978380203
m.0gc136t_0004.jpg,m.0gc136t_0001.jpg,1,Female x Female,Indian x Indian,Female & Indian,Female & Indian,9.604462659904716,4.953159809112549,7.739316940307617,5.67827832698822
m.027tnky_0001.jpg,m.027tnky_0003.jpg,1,Female x Female,Asian x Asian,Female & Asian,Female & Asian,21.67688132722073,9.189130783081056,19.851112365722656,4.792283773422241
m.0cp08gq_0001.jpg,m.02qf_k6_0004.jpg,0,Female x Female,Caucasian x Caucasian,Female & Caucasian,Female & Caucasian,7.159646009698304,3.3323516845703125,5.882967948913574,3.3061225414276123
m.0j3g1d2_0003.jpg,m.03h24_z_0002.jpg,0,Female x Male,Indian x Indian,Female & Indian,Male & Indian,30.55869995601921,14.105865955352783,27.12190341949463,1.252721756696701
m.047nyc5_0004.jpg,m.047nyc5_0005.jpg,1,Female x Female,Asian x Asian,Female & Asian,Female & Asian,44.34428026402563,11.944966316223145,42.28710317611694,3.7670487836003295
m.0q57sjr_0003.jpg,m.0hh41q__0001.jpg,0,Male x Male,Indian x Indian,Male & Indian,Male & Indian,15.221718964472842,14.343441247940063,5.076627731323242,0.6717534065246582
m.0glnnsy_0002.jpg,m.0nd2yh0_0002.jpg,0,Female x Female,Indian x Indian,Female & Indian,Female & Indian,53.43640709424387,6.882174551486969,52.95716094970703,2.1472485065460205
m.01rpc2r_0003.jpg,m.01rpc2r_0005.jpg,1,Female x Female,Asian x Asian,Female & Asian,Female & Asian,9.51702379780533,5.750975608825684,7.4453054666519165,1.9360753893852236
m.079ff6_0002.jpg,m.04v_0f_0002.jpg,0,Female x Male,African x African,Male & African,Female & African,30.97237663504261,2.310368239879608,30.87740659713745,1.204125165939331
m.0kf9zwb_0004.jpg,m.0kf9zwb_0003.jpg,1,Male x Male,Indian x Indian,Male & Indian,Male & Indian,8.752148785083778,0.5070943832397461,8.268478155136108,2.768109619617462
