img_1,img_2,y_true,gender,ethnicity,segment_1,segment_2,angle,x_dist,y_dist,z_dist
n007216/00017.jpg,n007216/00000.jpg,1,Male x Male,Indian x Indian,Male & Indian,Male & Indian,55.73587093768023,11.039880514144896,55.29971504211426,8.75246798992157
n001250/00017.jpg,n001250/00001.jpg,1,Female x Female,Black x Black,Female & Black,Female & Black,9.862964337169975,9.054888248443604,3.916659414768219,0.4528666660189628
n007178/00008.jpg,n008884/00002.jpg,0,Male x Male,Indian x Indian,Male & Indian,Male & Indian,19.15882187455098,5.92063382267952,18.219728469848636,0.0870788097381591
n004823/00008.jpg,n004823/00015.jpg,1,Female x Female,White x White,Female & White,Female & White,14.386324967591952,4.669179618358612,13.584137797355652,1.464161291718483
n000651/00020.jpg,n000651/00005.jpg,1,Female x Female,White x White,Female & White,Female & White,10.135611974389114,10.038821458816528,0.0678043365478515,0.5757330656051636
n002132/00021.jpg,n002132/00006.jpg,1,Female x Female,Black x Black,Female & Black,Female & Black,21.33406164298561,6.469565153121948,20.23193906247616,1.2596343159675598
n002899/00019.jpg,n002899/00006.jpg,1,Male x Male,White x White,Male & White,Male & White,1.9554546392686665,0.1604870557785034,1.9113702774047847,0.4069595634937286
n005887/00002.jpg,n002407/00015.jpg,0,Female x Female,White x White,Female & White,Female & White,51.7559914281314,9.444918155670166,50.87886428833008,1.8112423419952397
n004186/00008.jpg,n005218/00017.jpg,0,Female x Female,White x White,Female & White,Female & White,27.36462687002624,9.23844575881958,25.439274787902832,3.980390310287476
n008188/00008.jpg,n008188/00001.jpg,1,Female x Female,Indian x Indian,Female & Indian,Female & Indian,11.29192381666107,3.186269760131836,10.511256217956545,2.557474732398987
n003392/00013.jpg,n005642/00019.jpg,0,Female x Female,White x White,Female & White,Female & White,14.0739351426855,11.125548005104063,8.488556563854218,2.384911894798279
n008033/00024.jpg,n008033/00010.jpg,1,Male x Male,Asian x Asian,Male & Asian,Male & Asian,29.149275042679413,5.890380859375,28.39638042449951,2.9382874965667725
n008310/00020.jpg,n008310/00001.jpg,1,Female x Female,Indian x Indian,Female & Indian,Female & Indian,41.33506594158491,7.591282367706299,40.60539436340332,1.9222256541252136
n001355/00001.jpg,n004853/00003.jpg,0,Male x Male,White x White,Male & White,Male & White,11.061301610732292,4.62648344039917,10.03156566619873,0.2017546892166137
n007664/00007.jpg,n007664/00000.jpg,1,Female x Female,Asian x Asian,Female & Asian,Female & Asian,45.512894587228345,8.429373264312744,44.754844665527344,0.5079131722450256
n008920/00019.jpg,n006310/00007.jpg,0,Male x Male,Indian x Indian,Male & Indian,Male & Indian,15.356391330561994,1.2639684677124023,15.28758144378662,0.6591426283121109
n003529/00007.jpg,n003529/00004.jpg,1,Male x Male,Black x Black,Male & Black,Male & Black,8.761835983681095,1.285463809967041,8.65445351600647,0.3372641801834106
n009241/00021.jpg,n009241/00018.jpg,1,Female x Female,White x White,Female & White,Female & White,20.728302199092187,5.653802156448364,19.975719571113583,0.7456883490085602
n008386/00018.jpg,n000872/00000.jpg,0,Male x Male,Asian x Asian,Male & Asian,Male & Asian,14.608252612636791,4.591403007507324,11.66061019897461,8.42174756526947
n000555/00022.jpg,n000865/00018.jpg,0,Female x Female,Black x Black,Female & Black,Female & Black,62.49790736552833,13.146994590759276,60.1455512046814,7.519188120961189
n005498/00000.jpg,n005498/00006.jpg,1,Male x Male,Black x Black,Male & Black,Male & Black,31.58846985614714,1.1202411651611328,31.568207263946533,0.4950940608978271
n009056/00020.jpg,n009056/00001.jpg,1,Male x Male,Indian x Indian,Male & Indian,Male & Indian,58.90690530670388,7.971548318862915,58.48932456970215,1.887022614479065
